city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,上海晟锦达科网络技术有限公司,民营公司,"电子技术, 半导体, 集成电路,互联网, 电子商务",150-500人,http://jobs.51job.com/shanghai/89578411.html?s=01&t=0,16/02/2018,前程无忧,,岗位职责：1、负责企业品牌推广工作，制订相关推广工作计划与方法；2、负责进行各类推广平台的排名推广工作；3、负责各类搜索引擎的优化工作，抓取各引擎的规律；4、负责制定团队链接建设策略，不断调整完善SEO战略、策略；5、负责利用各种网络营销渠道宣传、推广公司产品和网站；6、负责监控和跟踪网站的分析结果，给出改进意见并制订关键词策略；任职资格:1、市场营销、计算机应用、新闻学、传播学等相关专业毕业；2、1年以上互联网公司效果广告投放经验，互联网、金融、广告行业优先；3、有良好的网络媒体投放和操作经验，对互联网广告平台有足够的认识和积累；4、具有良好的计划与执行能力，严谨、细心、责任心强；,上海,,2.0,2年经验,", ","五险一金,年底双薪,绩效奖金,年终分红,加班补助,全勤奖,带薪年假,弹性工作",5000-6000,,
,,,,,,,,,,,,,,,,,,,,,,南昌泽诺信息科技有限公司,民营公司,"互联网, 电子商务,计算机软件",少于50人,http://jobs.51job.com/nanchang-hgt/93996010.html?s=01&t=0,16/02/2018,前程无忧,本科,"岗位职责：1.负责垂直领域的定向爬虫引擎开发优化工作；2.实现海量数据存储系统的架构设计和研发；3.通过爬虫定向抓取数据和解析、抽取、去重、清洗和存储；4.对开源的爬虫系统进行二次开发、扩展应用；岗位要求：1.深入理解网络数据抓取的工作原理与工作流程2.熟悉htmldom，熟悉json，熟练使用正则表达式；3..两年以上开发经验，熟悉linux平台，掌握python语言，有基于django框架或flask框架开发过项目；4.两年以上大规模网页爬虫开发经验，熟练使用关系数据库(如mysql,postgresql)或NoSql数据库(如mongodb及redis)；5.具备信息检索、web挖掘等搜索引擎相关知识，有从事网络爬虫、网页去重、网页信息抽取开发经验；",南昌-红谷滩新区,,2.0,3-4年经验,数据库抓取工程师,"五险一金,员工旅游,交通补贴,年终奖金,绩效奖金,通讯补贴,餐饮补贴,定期体检,三节福利",8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,上海银沛数据管理有限公司,合资,"互联网, 电子商务,金融, 投资, 证券",150-500人,http://jobs.51job.com/shanghai-xhq/96548991.html?s=01&t=0,15/02/2018,前程无忧,本科,"岗位职责：1、参与爬虫系统的架构设计与开发,搭建数据采集平台，建立爬虫系统，通过对数据的抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台；2、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、能独立解决实际开发过程碰到的各类问题；5、负责为各个业务线提供垂直，精准的数据采集，抽取，存储服务；任职条件：1、计算机及相关专业本科及以上学历，3年以上的爬虫程序设计开发经验；2、熟练掌握一门主流语言的爬虫框架(Java的Nutch,Python的Scrapy等)；3、熟悉Http协议的基本原理，了解Http协议交互的流程，明白大部分httphead的作用与意义，熟悉nutch,httpclient,jsoup等工具；4、熟练掌握Javascript,熟悉大部分的主流前端框架和模板技术，能够熟练使用XPath对DOM文档进行查询和解析；5、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；6、熟练掌握至少一种主流的web抓包,开发工具，熟悉一种关系型数据库，如Mysql、Oracle、MSSQL等；7、工作踏实认真，思路清晰，有强烈的责任心、优秀的协调沟通能力和团队合作精神。",上海-徐汇区,,1.0,3-4年经验,爬虫开发工程师,"五险一金,年终奖金,弹性工作",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京缘聘信息技术有限责任公司,民营公司,"互联网, 电子商务",50-150人,http://jobs.51job.com/beijing/98309103.html?s=01&t=0,15/02/2018,前程无忧,本科,,北京,,2.0,3-4年经验,高级爬虫工程师,,20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,奇虎360科技有限公司,上市公司,"互联网, 电子商务",5000-10000人,http://jobs.51job.com/beijing/96650119.html?s=01&t=0,15/02/2018,前程无忧,本科,"岗位描述：岗位职责:1、负责抓取各网站页面，分析链接，转码等；2、负责一些优质号源发现，优质垂直站点发现等；3、负责一些数据挖掘相关算法，做数据分析和处理。任职要求任职要求：1、有扎实的数据结构和算法功底；2、工作认真细致踏实，有较强的学习能力，熟悉常用爬虫工具；3、熟悉linux开发环境，熟悉python等；4、理解http，熟悉html,DOM,xpath,scrapy优先；5、有爬虫，信息抽取，文本分类相关经验者优先；6、了解Hadoop、Spark等大数据框架和流处理技术者优先。",北京,,2.0,3-4年经验,"爬虫工程师, ",,,,
,,,,,,,,,,,,,,,,,,,,,,文思海辉技术有限公司Pactera Technology International Limited,外资（欧美）,计算机软件,10000人以上,http://jobs.51job.com/shenzhen/90719734.html?s=01&t=0,15/02/2018,前程无忧,大专,A.Responsibility岗位职责：1、负责爬虫的开发和维护；2、负责爬虫平台的配置和监控；3、负责日常的数据挖掘整理工作。B.Qualification岗位要求：1、熟练掌握python、shell等开发语言；2、熟悉JavaScript、HTML、JSON和CSS等Web概念；3、具备较强的代码规范意识和工程思维，有较强的钻研精神和解决问题的能力；4、有爬虫实际开发经验者优先。C.Others联系邮箱:PTA_SZ@pactera.com,深圳,,3.0,1年经验,"爬虫开发, ",,8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,江苏子雨集团有限公司,多元化业务集团公司,,500-1000人,http://jobs.51job.com/nanjing-qxq/95510831.html?s=01&t=0,16/02/2018,前程无忧,本科,,南京-栖霞区,,1.0,3-4年经验,爬虫工程师,"五险一金,员工旅游,餐饮补贴,年终奖金",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,广东亿迅科技有限公司,国企,计算机软件,1000-5000人,http://jobs.51job.com/guangzhou-hzq/98481154.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责:任职资格:,广州-海珠区,,1.0,无工作经验,"爬虫工程师, ",,14000-28000,,
,,,,,,,,,,,,,,,,,,,,,,平安科技（深圳）有限公司,民营公司,"互联网, 电子商务,计算机软件",1000-5000人,http://jobs.51job.com/shenzhen-ftq/96293293.html?s=01&t=0,16/02/2018,前程无忧,本科,工作职责：1、负责网络爬虫的核心技术研究和开发，参与各种核心搜索策略、算法、数据聚类、重组的设计与开发；2、与数据分析师的协作，搜集数据采集需求，定向数据的采集与爬取、解析处理、入库等数据日常工作；3、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；4、设计和开发分布式网络爬虫系统，并进行多平台信息抓取和分析工作；5、负责爬虫数据与业务系统的整合对接任职要求：1、熟悉多线程、多进程、网络通信编程相关知识2、两年以上大规模网页爬虫开发经验熟悉JS，ajax，网页消重3、能够总结分析不同网站，网页的结构特点及规律4、有分布式、垂直领域爬虫开发经验优先5、良好的逻辑思维能力，能够从海量数据中发现有价值的规律6、熟悉CC、Java、Python语言编程，对数据结构和算法设计有较为深刻的理解7、熟悉正则表达式，用于从各种网络结构化和非结构化数据中抽取有用的信息；8、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情9、良好的团队合作精神，较强的沟通能力,深圳-福田区,,3.0,无工作经验,"爬虫工程师, ","五险一金,绩效奖金,年终奖金,员工旅游,定期体检",15000-30000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市博览天下票务服务有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/changde/68822289.html?s=01&t=0,16/02/2018,前程无忧,本科,"任职要求：1、精通Python语言，熟悉各种Python框架，熟悉Python爬虫搜索系统，有过海量数据爬虫搜索系统设计经验者2、专科及以上学历，计算机相关专业，熟悉JAVA语言开发;3、工作认真、有责任心、沟通协作能力强、富有团队精神；4、人品端正，有付出精神和职业道德意识，事业心强；5、有多线程、有分布式、垂直领域爬虫开发经验者优先；6、熟悉Html、JavaScript、Jquery,DIV+CSS等前端开发技术，熟悉Ajax；7、熟练SQL语法及mysql数据库应用开发；8、应公司现在急需用人，可接受应届生和IT专业培训生公司待遇：薪资标准：3000—10000元以上1、工作时间：周一至周六9：00-18：00；2、休息时间：周日及法定节假日；3、员工住宿：免费提供员工住宿；4：员工就餐：公司给予员工餐补；联系人：刘***17711679501",常德,,10.0,1年经验,"Java开发工程师, 爬虫, 采集","绩效奖金,餐饮补贴,专业培训,员工旅游",3000-10000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市同芯科创科技有限公司,民营公司,"互联网, 电子商务",少于50人,http://jobs.51job.com/shenzhen-ftq/98255182.html?s=01&t=0,16/02/2018,前程无忧,本科,岗位职责：1、负责采集电商平台数据并完成数据清洗，建立模型；2、负责分布式网络爬虫系统及数据库的设计与开发；3、设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点攻克。4、搭建高性能的技术架构，不断提升网页抓取的效率和质量。岗位资格：1、3年以上Linux环境Java/Python/C++开发经验，至少1年以上爬虫系统开发经验；2、具有构建分布式爬虫系统的经验，熟悉爬虫系统整个生命周期的设计及实现；3、能够总结分析不同网站，网页的结构特点及规律，并能及时灵活调整适应变化；4、具有调用开放平台接口获取数据经验者优先；5、对反爬技术有丰富经验者优先。,深圳-福田区,,1.0,1年经验,爬虫工程师,"五险一金,员工旅游,绩效奖金,年终奖金,出国机会",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,深圳睛灵科技有限公司,民营公司,"计算机软件,电子技术, 半导体, 集成电路",少于50人,http://jobs.51job.com/shenzhen-lgq/98477913.html?s=01&t=0,16/02/2018,前程无忧,,,深圳-龙岗区,,3.0,2年经验,Python,"五险一金,员工旅游,出国机会,绩效奖金,年终奖金",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,广州奥凯信息咨询有限公司,民营公司,"专业服务(咨询、人力资源、财会),计算机软件",150-500人,http://jobs.51job.com/guangzhou/87373835.html?s=01&t=0,15/02/2018,前程无忧,本科,"岗位职责：1.参与公司项目或大数据管理平台的数据分析挖掘部分的研发工作；2.负责文本、图像等数据的抓取、去重、分类，垃圾过滤，质量识别等工作；3.负责项目需求分析，结合产品特点建立数据分析模型及数据分析等工作；4.为业务推广、产品方向的改进，提供数据分析支持。任职要求：1.大学专科以上学历，计算机或相关专业毕业；2.3年以上数据挖掘项目实施经验，具备强悍的编码能力；3.有大数据处理经验，熟练掌握数据库设计、熟悉java或C++、python等语言编程开发；4.熟练掌握成熟的数据挖掘工具、数据挖掘相关算法，如SAS／EM、SPSS／CELEMENTINE等；5.熟练构建和优化数据挖掘模型，熟悉基本算法设计/数据结构,、网络爬虫原理和策略优先；6.熟练掌握网页抓取原理及技术、正则表达式、XPath等；7.较好业务沟通理解能力，有一定数据分析经验，对数据之间关系敏感，熟悉常用分类、聚类算法；8.工作态度严谨认真，责任心强，有较强的执行能力和团队协作能力。",广州,,1.0,3-4年经验,数据挖掘工程师,"五险一金,员工旅游,绩效奖金,定期体检",9000-18000,,
,,,,,,,,,,,,,,,,,,,,,,孩子王儿童用品股份有限公司,外资（非欧美）,"批发, 零售,快速消费品(食品、饮料、化妆品)",5000-10000人,http://jobs.51job.com/nanjing-jnq/94761620.html?s=01&t=0,15/02/2018,前程无忧,本科,"岗位职责：1、负责中文分词、词性标注、句法分析、实体识别、知识库建设等研发工作；2、负责语义解析、语言模型、文本结构化、意图识别、评论分析、情感分析、文本分类、热点追踪等研发工作；任职要求：1、精通NLP相关编程语言两种以上,并至少精通一种脚本语言；2、熟悉NLP领域一些开源的算法库或工具，比如：stanfordNLP，NLTK，ApacheOpenNLP，Kaldi,HTK/HTS，Hadoop,Mahout,word2vec等；3、有过搜索、评论、情感分析等相关经验者优先；4、熟悉基本机器学习算法；5、有大数据开发经验者优先6、良好的团队合作精神，较强的沟通能力；7、精通编程Java，scala，Python语言中的两种以上；8、计算机专业，本科及以上",南京-江宁区,,2.0,1年经验,"数据挖掘工程师, ","五险一金,免费班车,通讯补贴,餐饮补贴,绩效奖金,年终奖金",12000-24000,,
