,position_info,posted_website,education_requirement,company_url,position_type,company,company_type,position_tag,position_advantage,experience_requirement,recruiting_number,company_finance,department,position,posted_url,major_requirement,company_size,date,monthly_salary_range,recruit_count,industry
288,"负责大规模文本、图像、视频、音频、APP等数据的抓取、结构化信息抽取、内容分析、垃圾过滤、质量识别等工作。包含：1、爬虫、结构化提取和内容分析相关功能开发2、爬虫、结构化提取和内容分析相关工具平台的研发岗位要求：1、熟悉linux开发环境，熟练使用shell/python/perl/awk等至少一种脚本编程；2、具备过硬的编码能力、扎实的数据结构和算法功底；3、理解http协议，熟悉html,DOM,xpath；4、熟悉抓取和页面解析类库，能进行页面结构化数据提取；5、熟悉垂直搜索爬虫、分布式网络爬虫者优先考虑；6、有搜索引擎、数据挖掘相关经验，能够使用hadoop、storm、spark等相关平台者优先考虑；7、工作认真细致踏实，有较强的学习能力；",前程无忧,大专,,,青岛诚为信征信有限公司,民营公司,,"五险一金,交通补贴,年终奖金,绩效奖金,通讯补贴,餐饮补贴,弹性工作,免费班车,包住",2年经验,招5人,,,大数据开发工程师（爬虫方向）,http://jobs.51job.com/qingdao-cyq/97021075.html?s=01&t=0,,少于50人,27/12/2017,8000-10000,5,"[计算机服务(系统、数据服务、维修),计算机软件]"
289,"岗位职责：1、参与爬虫架构设计和研发2、参与爬虫核心算法和策略优化研究3、负责爬虫检索系统核心相关度技术的创新与优化任职要求：1、熟悉多线程、多进程、网络通信编程相关知识2、两年以上大规模网页爬虫开发经验,熟悉JS，ajax，网页消重3、能够总结分析不同网站，网页的结构特点及规律4、有分布式、垂直领域爬虫开发经验优先5、良好的逻辑思维能力，能够从海量数据中发现有价值的规律6、熟悉C/C++、Java、.Net语言编程，对数据结构和算法设计有较为深刻的理解7、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情8、良好的团队合作精神，较强的沟通能力",前程无忧,本科,,,上海思贤信息技术股份有限公司,民营公司,,"五险一金,员工旅游,年终奖金,股票期权,绩效奖金,专业培训,定期体检,餐饮补贴,交通补贴",2年经验,招若干人,,,高级爬虫工程师,http://jobs.51job.com/shanghai-xhq/74076484.html?s=01&t=0,,50-150人,27/12/2017,8000-20000,0,"[互联网, 电子商务]"
290,有网络爬虫经验一年以上能够自行设计爬虫程序能够自行爬境外网站对大数据行业有浓厚兴趣会数据清洗，有语料经验不是团队，能自行承担项目任务,前程无忧,本科,,,标贝（北京）科技有限公司,民营公司,,"五险一金,弹性工作,年终奖金,员工旅游,绩效奖金,补充公积金",1年经验,招1人,,,网络爬虫,http://jobs.51job.com/beijing-cyq/90280634.html?s=01&t=0,,50-150人,27/12/2017,8000-10000,1,"[互联网, 电子商务,计算机服务(系统、数据服务、维修)]"
291,"岗位职责：1、负责爬虫的设计和开发；2、负责网页信息抽取技术的研究和开发；3、设计爬取、调度和抽取算法，优化系统；4、负责抓取数据的深度提取和挖掘。【职位要求】1、计算机或相关专业大学以上学历；2、要求熟悉Python及Python抓取框架3、从事过网络爬虫或类似任务的研究开发工作3年以上；4、精通网页抓取原理及技术的实现细节，熟悉基于规则的网页信息抽取，精通正则表达式，从结构化的和非结构化的数据中获取信息,对网页抓取、信息抽取、去重、清洁、匹配有一定经验；5、有数据分析或信息检索开发经验者优先；6、对开源项目有较好的跟踪和关注，如果对一些开源的做海量数据处理的项目如hadoop，spark，Redis,MongoDB，MapReduce有经验者会优先考虑。",前程无忧,本科,,,上海众调信息科技有限公司,民营公司,,五险一金,3-4年经验,招1人,,,大数据爬虫工程师,http://jobs.51job.com/shanghai-ypq/85654634.html?s=01&t=0,,50-150人,27/12/2017,8000-15000,1,"[互联网, 电子商务,汽车及零配件]"
292,岗位职责：1、设计和开发分布式网络爬虫程序；2、分析爬取过程，提供技术实现方案；3、分析静态网页结构，解析网页数据，对数据进行过滤，去重，结构化处理；4、设计优化爬虫调度系统，优化调度策略。任职要求：1、熟悉JAVA，Python编程；2、熟悉前端技术，HTML，JavaScript，Ajax等；3、熟悉网络编程，对TCP/IP，HTTP有深入理解；4、熟练使用正则表达式，精通网页数据提取；5、熟练使用Mysql，熟悉Nosql数据库如Redis等；6、有Web项目开发经验者优先；,前程无忧,本科,,,北京掌众金融信息服务有限公司,民营公司,,"五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,弹性工作",无工作经验,招若干人,,,网络爬虫开发工程师,http://jobs.51job.com/nanjing-qhq/92211780.html?s=01&t=0,,500-1000人,27/12/2017,12000-20000,0,"[互联网, 电子商务,计算机软件]"
293,职责：1、负责爬虫核心技术的设计和开发；2、设计爬取、调度和抽取算法，优化系统；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、对指定电商网站、移动端App进行数据抓取的开发工作；5、及时解决爬虫抓取过程中出现的问题并不断维护、优化程序；要求：1、专科及以上学历，计算机相关专业；2、2年以上Python开发的经验，1年以上爬虫开发经验；熟悉MySQL数据库，能协助检查数据入库环节；有多线程开发经验；会处理电商或其他网站反爬问题者优先；3、熟悉整个爬虫的设计及实现流程，精通网页抓取原理及技术，精通正则表达式、HTML，JS，AJAX等网页信息抽取技术，从结构化的和非结构化的数据中获取信息；4、有海量数据爬取经验者优先，有大数据量、大并发项目经验者优先，有互联网、电商平台、移动端数据爬取技术经验者优先；5、有良好的代码编写习惯，具有良好的沟通、协作能力，有责任心。,前程无忧,大专,,,上海讯实网络科技有限公司,民营公司,,,2年经验,招若干人,,,Python爬虫工程师,http://jobs.51job.com/nanjing/88402766.html?s=01&t=0,,50-150人,27/12/2017,6000-8000,0,"[互联网, 电子商务,计算机软件]"
294,岗位职责：1、分布式爬虫系统的核心技术研究、架构开发；2、负责网页信息抽取、数据清洗等研发和优化工作；3、参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量；4、研究各种网页、app接口，探寻特点和规律；5、反爬策略研究；职位要求：1、熟悉linux平台开发，精通Java编程语言。2、熟悉SQL语言、熟悉MYSQL应用开发；3、具有分布式爬虫的开发以及维护工作经验，开发更具实时性以及准确性的高性能爬虫；4、有APP数据采集、垂直网站数据采集经验优先。5、良好的学习能力、沟通能力，乐于承担工作压力，有较强的分析和解决问题的能力；6、踏实稳重，有责任心，工作积极主动，有团队精神；,前程无忧,,,,北京千里马网信科技有限公司,民营公司,,"员工旅游,交通补贴,出国机会,绩效奖金",无工作经验,招1人,,,爬虫开发工程师,http://jobs.51job.com/beijing-hdq/97301955.html?s=01&t=0,,500-1000人,27/12/2017,10000-15000,1,"[互联网, 电子商务]"
295,在2861公司，你有机会与硅谷***AI数据工程师一起工作完成激动人心的项目，从而获得如下经历和成长：在资深的项目团队的带领下，在项目中你会有机会熟练掌握和使用常用机器学习算法，Google深度学习算法；在项目开发的实战中，获得对其原理和实现有较为深度的理解和认识；比如将会有机会熟悉和使用TensorFlow的相关技术。我们期望的你，是这样的：1、你自信，你是一个极其聪明和勤奋的有激情的人2、具备有两年及以上编程经验；有清晰的逻辑分析和表达能力3、领域的专业知识？这是一个全新的2-3年的行业，很多人都在起跑线上不远，不要担心缺乏领域的专业经验，因为我们有这样的项目精英团队；相反，我们相信，聪明而勤奋的新人类，跨专业和跨领域是小菜一碟。岗位要求：1、负责数据采集系统的开发与维护2、负责分布式爬虫框架的开发与维护3、负责数据采集难点的攻关与突破4、负责数据采集脚本的编写5、全日制本科及以上学历，计算机相关专业，有3年以上开发经验，且有一年以上网络爬虫设计经验6、熟悉python，熟悉scrapy框架，有二次开发能力；7、能编写详细的设计文档，逻辑清晰，条理清楚；8、团队协作能力强，能吃苦耐劳,前程无忧,本科,,,成都智库二八六一信息技术有限公司,民营公司,,"五险一金,专业培训,绩效奖金,股票期权,弹性工作,定期体检",3-4年经验,招1人,,,高级网络爬虫工程师,http://jobs.51job.com/chengdu-gxq/84706931.html?s=01&t=0,,少于50人,27/12/2017,10000-18000,1,"[计算机软件,互联网, 电子商务]"
296,简历投递邮箱：licheng0810@dingtalk.com工作职责：1、负责互联网站、网页、链接的特征挖掘，对指定的多个网站的网页进行网页抓取、数据提取、清洗、入库；2、参与分布式爬虫和数据采集系统的架构设计和开发；3、参与抓取数据的处理分析。任职资格：1、计算机/电子/通信类、数学、金融等理工相关专业，3年及以上工作经验；2、熟练使用Python、java等语言进行网络爬虫编写，熟悉scrapy；3、熟练使用MySQL、MongoDB、Redis等数据库操作和开发；4、熟练掌握分布式爬虫框架，对模拟登录、代理IP技术有一定了解；5、有hadoop或spark平台使用经验优先。,前程无忧,大专,,,重庆风岭旅游服务有限公司,民营公司,,"五险一金,绩效奖金,年终奖金,员工旅游",3-4年经验,招2人,,,爬虫开发工程师,http://jobs.51job.com/chongqing-jbq/96898046.html?s=01&t=0,,50-150人,27/12/2017,7000-10000,2,"[酒店, 旅游]"
297,岗位职责:任职资格:,前程无忧,本科,,,虎彩印艺股份有限公司,民营公司,,,3-4年经验,招若干人,,,爬虫工程师(职位编号：hucais002840),http://jobs.51job.com/guangzhou-thq/97328505.html?s=01&t=0,,5000-10000人,27/12/2017,10000-15000,0,"[印刷, 包装, 造纸]"
298,"岗位职责：1、负责网络爬虫产品的研发工作;2、抓取数据需求支持，完成日常抓取与解析任务;3、能够解决封账号、封IP采集等问题,解决网页抓取、信息抽取等问题,构建完善的网络信息收集平台。4、负责网络爬虫采集规则的编写；5、负责核心算法的设计与开发任职资格：1、熟悉使用Linux操作系统;2、掌握python语言，至少两年使用经验,一年以上大规模网页爬虫开发经验;3、熟练使用关系数据库(如mysql,postgresql)或NoSql数据库(如mongodb及redis)，并至少有一个项目经验;4、计算机、信息技术或相关专业本科或以上学历;5、有分布式爬虫架构经验者优先;6、强烈的责任心和良好的团队合作能力;7、对算法设计和数据结构有深刻的理解；",前程无忧,本科,,,吉比艾（天津）软件研发有限公司,民营公司,,"五险一金,绩效奖金,年终奖金,餐饮补贴,提供住宿,周末双休",2年经验,招1人,,,python爬虫工程师,http://jobs.51job.com/tianjin-bhxq/97267741.html?s=01&t=0,,50-150人,27/12/2017,6000-8000,1,"[互联网, 电子商务]"
299,"日常工作任务及职责：1、参与爬虫系统的架构设计与开发,搭建数据采集平台，建立爬虫系统，通过对数据的抓取、解析、调度、存储等模块的拆分与优化，构建和完善统一的抓取服务平台；2、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析；3、设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；4、能独立解决实际开发过程碰到的各类问题；5、能带领团队高效完成工作任务任职资格：1、全日制统招本科以上学历，3年以上的爬虫程序设计开发经验；2、熟悉linux平台开发，3年以上python开发经验；3、精通信息抓取和整合技术，从结构化的和非结构化的数据中获取信息；4、熟悉Mysql，redis，mongdb，有过数据库调优和海量数据存储经验优先；5、熟悉Http协议的基本原理，了解Http协议交互的流程，明白大部分httphead的作用与意义，熟悉nutch,httpclient,jsoup等工具；6、具有搜索相关技术研发、数据挖掘、自然语言处理、信息检索、机器学习背景者优先7、熟悉金融股票市场者优先",前程无忧,,,,汇正财经上海分公司,合资,,"五险一金,餐饮补贴,定期体检,专业培训,员工旅游,绩效奖金,年终奖金",5-7年经验,招1人,,,爬虫开发主管（Python语言）,http://jobs.51job.com/shanghai/97288672.html?s=01&t=0,,500-1000人,27/12/2017,25000-30000,1,"[金融, 投资, 证券,银行]"
