,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
414,数据运营专员,,杭州,,2年经验,,5000-10000,,1,"五险一金,交通补贴,餐饮补贴,年终奖金,定期体检",岗位职责：1.基于对业务、用户特征的数据分析，负责外部渠道的流量引入，并与外部渠道保持良好的合作关系。2.根据渠道特征的不同，制定相应的产品业务运营策略，合理分配资源和预算。3.对微信公众号/APP/网站的流量数据负责4.定期对数据进行有效分析，并形成报告文档，优化产品流量获取，提高转化率。5.根据流量数据进行前端产品优化反馈，与产品经理合作提升APP使用体验。6.跟踪分析竞争对手和市场信息，及时提出推广改进建议。岗位要求：1.具有较强的商业意识，有一定的数据分析能力，2年以上相关工作经验，男女不限。2.熟悉互联网运营工作及流量运营经验。3.出色的逻辑能力和数据分析能力，对数字敏感，精通流量数据分析工具，善于ROI分析。4掌握常用线上推广渠道的合作模式，有丰富的流量合作渠道资源优先。5.对市场具有敏感洞察力和良好的商业理念。6.能承受高压工作，优秀的沟通表达能力，高度的团队协调精神。7.有互联网医疗行业从业经验，优先考虑。,浙大网新科技股份有限公司（大白科技）,"互联网, 电子商务",上市公司,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou/85679253.html?s=01&t=0
415,数据运营岗,,上海-徐汇区,,1年经验,本科,5000-9000,,0,"五险一金,餐饮补贴,专业培训,绩效奖金,定期体检,平台好",岗位职责:1.负责公司核心的经营指标，并对数据指标进行监控分析，有效定位问题并推动快速解决2.通过数据分析洞察业务趋势，对潜在的问题及风险进行预测，建立合理的预警机制3.撰写数据分析报告，为经营决策、产品推广策略提供数据支持招聘要求:1.大学本科及以上学历，统计学、数学或相关专业优先，1年以上工作经验2.数据敏感度强，能通过数据结合业务本身进行专项的问题，提供独到建议3.熟悉一种以上数据统计工具，有数据运营相关工作经验优先,上海自如资产管理有限公司,"房地产,互联网, 电子商务",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-xhq/94539407.html?s=01&t=0
416,数据运营专员,,惠州,,2年经验,大专,3000-4500,,3,"五险一金,弹性工作,绩效奖金,年终奖金",职责描述：1.根据公司产品和业务需求，负责通过各种渠道进行业务数据的收集整理，对多种数据源进行挖掘和分析，定期提供数据分析报告，为公司运营决策、产品方向、销售策略、物料投放策略提供数据支持；2.负责项目的需求调研、数据分析、商业分析等，通过对运行数据进行分析挖掘背后隐含的规律及对未来的预测；3.负责收集、整理销售侧运营数据，同时整合多渠道业务的数据，整理编写商业数据分析报告，及时发现和分析其中变化和问题，为业务发展提供决策支持；4.熟悉了解业务，不断创新和改善已有的异常数据监控方式，为产品运营提供可靠的数据支持；5.思维活跃、有相关旅游及数据分析行业经验，逻辑性强，并具备快速的学习能力，及协同合作意识；任职要求：1.大专及以上学历，具备敏感的数学统计能力，细致的观察能力，有经验数据分析能力；2.能熟练使用SQL读取数据，熟练使用excle、PPT等办公工具；3.1-2年以上数据分析工作经验，O2O平台相关工作经验者优先；4.主动性强，有较强的责任心，积极向上的工作态度，有团队协作精神,广东禧越网络科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/huizhou/89081292.html?s=01&t=0
417,数据运营专员,,大连-中山区,,1年经验,大专,4500-6000,,1,"带薪年假,五险一金,全勤奖,节日福利,专业培训,加班补贴,高温补贴,餐饮补贴",岗位职责：1.协助运营部每日分析各竞店相关数据分析；2协助运营部收集各竞店微淘信息，直播，店铺活动等；3.协助运营部收集各竞店网红微博信息，分析互动情况；4.协助运营做店铺其他相关数据分析。5.宝贝及时上下架。6.精通Excel表格。7.每日巡店，出具巡店报表岗位要求：1.大专学历以上，本科优先考虑，思维敏捷，有冲劲；2.一年以上工作经验，有淘宝C店相关工作经验优先。3.了解流行趋势，平时关注各网红店，喜欢时尚类相关资讯。4.90后，喜欢互联网行业。淘宝店铺：https://sunyuer.taobao.com上班时间：早8点20-晚17点周六9点30-15点30周日休上班地址：大连市沙河口区敦煌大厦韦德伍斯4楼,中山区小鱼儿服饰店,"互联网, 电子商务,服装, 纺织, 皮革",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/dalian-zsq/94752412.html?s=01&t=0
418,数据运营助理,,武汉-江夏区,,无工作经验,大专,4500-6000,,3,"五险一金,补充医疗保险,补充公积金,员工旅游,年终奖金,绩效奖金",岗位职责：1、负责完成各部门提出的数据需求，并结合业务落实执行；2、负责对行业客户开发和目标制定提供方向及建议，对业务运营策略提供数据支持；3、负责对数据进行趋势分析和预测，为各部门制定相应的任务目标。4、通过数据分析，输出专题分析报告。任职要求：1、计算机、数学或统计等工科类专业，大专以上学历；2、精通excel，能熟练使用SQL，对相关数据软件access，spss等有一定的使用经验，并且对数据建模有一定经验；3、有一定互联网工作经验，积极主动、独立性强，在数据分析及数据解读上有自己的思路和想法；上班时间：9：00-18:00周末双休***,武汉百科杰软件有限公司,"专业服务(咨询、人力资源、财会),计算机服务(系统、数据服务、维修)",合资,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/wuhan-jxq/92678728.html?s=01&t=0
419,数据运营专员,,上海-松江区,,2年经验,,6000-8000,,1,"五险一金,餐饮补贴,弹性工作,专业培训,员工旅游",1、分析整理平台后台数据，撰写数据分析报告；负责日常数据的整理；2、负责运营平台的管理数据分析，负责部门业务运营数据的汇总与分析，编制公司月、季、年度经营分析报告；3、通过数据发现运营环节中的各种问题，薄弱环节和漏洞，提出改善和优化方案，并督导优化方案的执行；4、根据公司业务发展的需要，开展相关专题的数据挖掘与研究，并形成研究分析报告；5、进行平台的数据运营工作，促进业务的拉新留存促活，提升业务转化效率，为产品、运营、市场和销售等的优化提供数据支持；任职要求：1、1年以上数据分析/挖掘经验，具有较强的数学，统计和计算机知识；2、精通EXCEL及SQL等数据查询语言，至少熟练使用一门统计软件；3、具有良好的书面表达和沟通能力。,上海联璧电子科技有限公司,"互联网, 电子商务",合资,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-sjq/97252969.html?s=01&t=0
420,数据运营经理,,上海,,3-4年经验,本科,10000-13000,,1,,岗位职责：1、进行业务系统数据库的规划、设计、实施，设计并优化数据库物理建设方案2、对数据库进行管理，负责数据库应用系统的运营及监控；3、业务系统数据库的定期维护和异常处理；4、对数据库性能分析与调优，排错，保证数据安全；5、对数据库进行定期备份、和按需恢复；6、配合其他部门进行的数据处理、查询，统计和分析工作。任职要求：1、计算机、统计学、数学等相关专业，本科及以上学历；2、两年以上互联网数据分析、活动分析相关工作经验。对数据敏感，数据思路清晰，对问题能独立思考并进行数据分析；3、优秀的沟通/协调/汇报和分析/解决问题的能力；4、熟悉使用数据库管理SQL脚本的编写MSOffice、数据统计、数据分析、数据挖掘等相关领域知识、算法或工具；5、热爱互联网行业，富有团队精神，有良好的抗压能力和充分的责任心。,上海远播教育科技股份有限公司,"互联网, 电子商务,教育, 培训, 院校",上市公司,,500-1000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai/96814821.html?s=01&t=0
421,电商数据运营经理,,杭州-萧山区,,3-4年经验,大专,10000-15000,,2,"五险一金,出国机会,年终奖金,绩效奖金",岗位职责：1、负责电商运营数据产品的推广和销售（数据产中涵盖知识产权、渠道、店铺、价格管控等各项服务）。2、需要用专业的数据分析知识与市场营销知识与每位与公司合作的品牌客户沟通具体提案的细节，即能根据客户需求提供定制化的数据销售方案；3、保持、建立客户关系，负责客户潜在及延展性需求的实现。任职要求：1、专科以上学历，2年左右计算机/互联网行业大数据销售经验，2、熟练运用相关统计软件，能够综合使用各种数理统计、数据分析、数据挖掘、制表绘图等软件进行具有基本数据美感的图表、图像以及文字报告；3、熟悉互联网电商大数据销售业务流程，能对客户进行开拓和维护；4、具有敏锐感知市场动态和市场方向的能力；5、具有扎实的客户基础及谈判能力，具备大型客户的开发维护管理能力。,杭州呼啸信息科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,150-500人,,26/12/2017,前程无忧,http://jobs.51job.com/hangzhou-xsq/97269947.html?s=01&t=0
422,数据运营分析师,,深圳,,5-7年经验,大专,8000-10000,,0,,,广州赛意信息科技股份有限公司,"计算机软件,计算机服务(系统、数据服务、维修)",上市公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen/74740262.html?s=01&t=0
423,数据运营专员,,深圳-南山区,,无工作经验,大专,5000-6000,,5,"五险一金,专业培训",工作内容：a)负责城市房地产数据统计，清洗，排重及审核等数据建设工作；b)协助数据入库及问题数据处理，为提升数据质量负责；c)熟炼操作数据EXCLE相关办公软件；发展方向：数据报告、模型分析、数据挖掘、数据运营方向任职要求：1、学历：大专（含）以上学历2、专业：不限（会计、统计、房地产相关专业优先）3、年龄：23-35岁4、技能：熟悉操作办公软件（excel）5、工作经验：有一年相关（互联网、房地产等）工作经验优先。6、工作有耐心，细致，喜欢内业办公氛围。工作时间：早九晚六，午休1.5小时，五天制双休,深圳国鑫金服投资有限公司,"金融, 投资, 证券",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/93848033.html?s=01&t=0
